Timestamp,Building_ID,Energy_Usage (kWh),Temperature (°C),Humidity (%),Building_Type,Occupancy_Level,Hour,DayOfWeek,IsWeekend,Month,IsWorkingHour,Energy_Simulated,Hour_sin,Hour_cos,Day_sin,Day_cos,Building_ID_enc,Occupancy_enc,BuildingType_enc
2025-01-01 21:00:00,B001,182.2135360761407,32.19,70.78,Industrial,Medium,21,2,0,1,0,182.2135360761407,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,2,2
2025-01-01 22:00:00,B001,201.9105640937584,33.23,62.25,Industrial,Low,22,2,0,1,0,201.9105640937584,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,1,2
2025-01-01 23:00:00,B001,113.07227447163004,14.04,71.3,Industrial,High,23,2,0,1,0,113.07227447163004,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,2
2025-01-02 00:00:00,B001,217.99234550949635,34.79,47.25,Industrial,High,0,3,0,1,0,217.99234550949635,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 01:00:00,B001,214.41121359829816,29.72,35.82,Industrial,Medium,1,3,0,1,0,214.41121359829816,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 02:00:00,B001,191.78012845155396,-7.4,80.7,Industrial,Low,2,3,0,1,0,191.78012845155396,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 03:00:00,B001,186.85823161437534,14.47,71.7,Industrial,Medium,3,3,0,1,0,186.85823161437534,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 04:00:00,B001,172.94824235300143,20.06,38.0,Industrial,Medium,4,3,0,1,0,172.94824235300143,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 05:00:00,B001,217.4631580556972,-2.33,53.07,Industrial,High,5,3,0,1,0,217.4631580556972,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 06:00:00,B001,206.40586775541206,0.78,31.94,Industrial,Low,6,3,0,1,0,206.40586775541206,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 07:00:00,B001,256.8825967417415,25.85,50.28,Industrial,Low,7,3,0,1,0,256.8825967417415,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 08:00:00,B001,254.53107165661888,23.78,44.16,Industrial,High,8,3,0,1,1,254.53107165661888,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 09:00:00,B001,207.1300526683439,19.17,60.67,Industrial,Medium,9,3,0,1,1,207.1300526683439,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 10:00:00,B001,279.29089824206375,-6.42,72.42,Industrial,High,10,3,0,1,1,279.29089824206375,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 11:00:00,B001,185.93588880468042,15.61,82.08,Industrial,Medium,11,3,0,1,1,185.93588880468042,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 12:00:00,B001,204.17727190009512,19.7,53.33,Industrial,Medium,12,3,0,1,1,204.17727190009512,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 13:00:00,B001,150.45383571830365,16.15,73.09,Industrial,High,13,3,0,1,1,150.45383571830365,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 14:00:00,B001,153.8962790220314,14.77,60.84,Industrial,Medium,14,3,0,1,1,153.8962790220314,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 15:00:00,B001,247.6529534699206,33.5,56.61,Industrial,Medium,15,3,0,1,1,247.6529534699206,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 16:00:00,B001,185.19498211519735,20.95,46.41,Industrial,Low,16,3,0,1,1,185.19498211519735,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 17:00:00,B001,210.35033257223668,-7.78,53.18,Industrial,Low,17,3,0,1,1,210.35033257223668,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 18:00:00,B001,203.3670343522352,-7.84,86.91,Industrial,Medium,18,3,0,1,1,203.3670343522352,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 19:00:00,B001,128.64755970331814,24.37,60.84,Industrial,Medium,19,3,0,1,0,128.64755970331814,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-02 20:00:00,B001,85.78854404127391,15.94,89.0,Industrial,High,20,3,0,1,0,85.78854404127391,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 21:00:00,B001,119.15884458464393,22.22,66.44,Industrial,High,21,3,0,1,0,119.15884458464393,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0,0,2
2025-01-02 22:00:00,B001,170.08722458080422,-9.65,59.53,Industrial,Low,22,3,0,1,0,170.08722458080422,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0,1,2
2025-01-02 23:00:00,B001,191.80968272027746,-0.51,80.5,Industrial,Medium,23,3,0,1,0,191.80968272027746,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0,2,2
2025-01-03 00:00:00,B001,189.31236579136922,8.78,48.58,Industrial,High,0,4,0,1,0,189.31236579136922,0.0,1.0,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 01:00:00,B001,213.89195869684616,32.9,34.36,Industrial,Low,1,4,0,1,0,213.89195869684616,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 02:00:00,B001,196.4816793878959,17.91,62.69,Industrial,Medium,2,4,0,1,0,196.4816793878959,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 03:00:00,B001,219.10262563913557,0.74,42.81,Industrial,Low,3,4,0,1,0,219.10262563913557,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 04:00:00,B001,240.44257614525839,-9.67,60.55,Industrial,Low,4,4,0,1,0,240.44257614525839,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 05:00:00,B001,295.21722549504676,33.94,87.28,Industrial,High,5,4,0,1,0,295.21722549504676,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 06:00:00,B001,253.319990449919,3.65,73.0,Industrial,High,6,4,0,1,0,253.319990449919,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 07:00:00,B001,231.7226354338867,12.77,76.66,Industrial,Medium,7,4,0,1,0,231.7226354338867,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 08:00:00,B001,255.47666568692478,6.19,71.23,Industrial,Low,8,4,0,1,1,255.47666568692478,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 09:00:00,B001,250.47335706377095,21.57,30.59,Industrial,Medium,9,4,0,1,1,250.47335706377095,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 10:00:00,B001,253.02526862807127,21.2,75.97,Industrial,High,10,4,0,1,1,253.02526862807127,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 11:00:00,B001,296.7969976798814,28.8,78.97,Industrial,Low,11,4,0,1,1,296.7969976798814,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 12:00:00,B001,287.3765152430942,34.43,43.51,Industrial,Low,12,4,0,1,1,287.3765152430942,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 13:00:00,B001,208.09405866262284,13.92,57.48,Industrial,Low,13,4,0,1,1,208.09405866262284,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 14:00:00,B001,177.87330051987942,15.57,46.48,Industrial,High,14,4,0,1,1,177.87330051987942,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 15:00:00,B001,171.15159627092473,13.32,73.33,Industrial,Low,15,4,0,1,1,171.15159627092473,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 16:00:00,B001,201.60950029650644,18.43,61.12,Industrial,High,16,4,0,1,1,201.60950029650644,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,2
2025-01-03 17:00:00,B001,214.20776751985375,12.14,48.61,Industrial,Low,17,4,0,1,1,214.20776751985375,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 18:00:00,B001,178.55979756839332,19.36,33.16,Industrial,Low,18,4,0,1,1,178.55979756839332,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 19:00:00,B001,174.61362490627772,3.41,57.3,Industrial,Medium,19,4,0,1,0,174.61362490627772,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 20:00:00,B001,183.03170434957516,-5.22,76.55,Industrial,Medium,20,4,0,1,0,183.03170434957516,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 21:00:00,B001,128.8133336604356,18.28,56.32,Industrial,Low,21,4,0,1,0,128.8133336604356,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0,1,2
2025-01-03 22:00:00,B001,157.22791211016826,15.98,68.78,Industrial,Medium,22,4,0,1,0,157.22791211016826,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-03 23:00:00,B001,217.74796952521854,1.33,79.42,Industrial,Medium,23,4,0,1,0,217.74796952521854,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0,2,2
2025-01-04 00:00:00,B001,130.12347921780096,9.58,47.56,Industrial,Medium,0,5,1,1,0,130.12347921780096,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 01:00:00,B001,172.76563492038096,9.44,89.94,Industrial,High,1,5,1,1,0,172.76563492038096,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 02:00:00,B001,128.2250979182051,-5.31,38.73,Industrial,Medium,2,5,1,1,0,128.2250979182051,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 03:00:00,B001,172.66232133496638,11.03,36.4,Industrial,High,3,5,1,1,0,172.66232133496638,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 04:00:00,B001,194.76195751614094,-4.19,74.54,Industrial,Low,4,5,1,1,0,194.76195751614094,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 05:00:00,B001,192.53688604224538,-4.94,32.96,Industrial,High,5,5,1,1,0,192.53688604224538,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 06:00:00,B001,188.43521553071005,1.7,53.1,Industrial,High,6,5,1,1,0,188.43521553071005,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 07:00:00,B001,191.5789880928782,33.63,57.24,Industrial,High,7,5,1,1,0,191.5789880928782,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 08:00:00,B001,214.03424506129397,31.96,81.49,Industrial,Medium,8,5,1,1,0,214.03424506129397,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 09:00:00,B001,234.8931893443635,34.9,45.81,Industrial,Low,9,5,1,1,0,234.8931893443635,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 10:00:00,B001,217.33788089483033,-8.89,71.8,Industrial,High,10,5,1,1,0,217.33788089483033,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 11:00:00,B001,133.2673574386279,8.36,50.87,Industrial,Medium,11,5,1,1,0,133.2673574386279,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 12:00:00,B001,141.05679460880293,26.98,68.78,Industrial,Low,12,5,1,1,0,141.05679460880293,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 13:00:00,B001,101.09209732420842,14.26,45.31,Industrial,Low,13,5,1,1,0,101.09209732420842,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 14:00:00,B001,128.7880423540415,9.76,32.4,Industrial,High,14,5,1,1,0,128.7880423540415,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 15:00:00,B001,142.51075094573181,-7.11,65.56,Industrial,Medium,15,5,1,1,0,142.51075094573181,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 16:00:00,B001,86.34377977328171,9.21,58.14,Industrial,Low,16,5,1,1,0,86.34377977328171,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 17:00:00,B001,116.8683156107044,2.38,53.88,Industrial,Low,17,5,1,1,0,116.8683156107044,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0,1,2
2025-01-04 18:00:00,B001,155.38155098696083,33.77,51.6,Industrial,Medium,18,5,1,1,0,155.38155098696083,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 19:00:00,B001,136.7892000924284,26.76,74.97,Industrial,Medium,19,5,1,1,0,136.7892000924284,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 20:00:00,B001,97.17792197107542,2.07,48.94,Industrial,Medium,20,5,1,1,0,97.17792197107542,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-04 21:00:00,B001,125.94248582058273,-5.39,30.72,Industrial,High,21,5,1,1,0,125.94248582058273,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 22:00:00,B001,145.97117027069015,30.09,56.94,Industrial,High,22,5,1,1,0,145.97117027069015,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0,0,2
2025-01-04 23:00:00,B001,129.01693923325678,29.12,74.21,Industrial,Medium,23,5,1,1,0,129.01693923325678,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0,2,2
2025-01-05 00:00:00,B001,138.00240554129152,8.96,80.33,Industrial,High,0,6,1,1,0,138.00240554129152,0.0,1.0,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 01:00:00,B001,145.41386724769862,10.08,70.3,Industrial,Medium,1,6,1,1,0,145.41386724769862,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 02:00:00,B001,198.76893579951587,31.0,79.23,Industrial,Medium,2,6,1,1,0,198.76893579951587,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 03:00:00,B001,143.59252857995895,18.43,61.62,Industrial,Low,3,6,1,1,0,143.59252857995895,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 04:00:00,B001,147.93360131036926,24.05,64.95,Industrial,Low,4,6,1,1,0,147.93360131036926,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 05:00:00,B001,195.08412659625554,-7.43,65.27,Industrial,Low,5,6,1,1,0,195.08412659625554,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 06:00:00,B001,198.7257096694646,-7.79,64.37,Industrial,Medium,6,6,1,1,0,198.7257096694646,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 07:00:00,B001,143.87148766713034,14.36,47.04,Industrial,High,7,6,1,1,0,143.87148766713034,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 08:00:00,B001,199.01530191805736,-8.8,74.11,Industrial,High,8,6,1,1,0,199.01530191805736,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 09:00:00,B001,168.098621717086,22.2,71.22,Industrial,Medium,9,6,1,1,0,168.098621717086,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 10:00:00,B001,196.0037180242106,5.86,37.57,Industrial,Medium,10,6,1,1,0,196.0037180242106,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 11:00:00,B001,156.08431806073764,24.17,67.18,Industrial,High,11,6,1,1,0,156.08431806073764,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 12:00:00,B001,158.59100781445528,-1.72,36.34,Industrial,High,12,6,1,1,0,158.59100781445528,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 13:00:00,B001,129.15831988057585,4.5,76.61,Industrial,Medium,13,6,1,1,0,129.15831988057585,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 14:00:00,B001,101.89124236068582,27.55,33.37,Industrial,Low,14,6,1,1,0,101.89124236068582,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 15:00:00,B001,159.23878457688713,32.76,48.0,Industrial,Low,15,6,1,1,0,159.23878457688713,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 16:00:00,B001,156.48358804744302,33.11,32.01,Industrial,Medium,16,6,1,1,0,156.48358804744302,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 17:00:00,B001,159.96114253147636,25.5,76.47,Industrial,Medium,17,6,1,1,0,159.96114253147636,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 18:00:00,B001,121.83278070437756,-7.84,59.01,Industrial,High,18,6,1,1,0,121.83278070437756,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 19:00:00,B001,161.6339137951095,33.92,43.34,Industrial,High,19,6,1,1,0,161.6339137951095,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 20:00:00,B001,113.70474845451758,0.48,39.41,Industrial,Low,20,6,1,1,0,113.70474845451758,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,1,2
2025-01-05 21:00:00,B001,108.18216800014746,27.47,59.6,Industrial,High,21,6,1,1,0,108.18216800014746,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-05 22:00:00,B001,157.97645629030038,-2.56,30.14,Industrial,Medium,22,6,1,1,0,157.97645629030038,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0,2,2
2025-01-05 23:00:00,B001,142.7858988496346,5.95,63.88,Industrial,High,23,6,1,1,0,142.7858988496346,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0,0,2
2025-01-06 00:00:00,B001,212.52063894086092,1.65,82.72,Industrial,Low,0,0,0,1,0,212.52063894086092,0.0,1.0,0.0,1.0,0,1,2
2025-01-06 01:00:00,B001,162.16501270820604,19.55,84.42,Industrial,High,1,0,0,1,0,162.16501270820604,0.25881904510252074,0.9659258262890683,0.0,1.0,0,0,2
2025-01-06 02:00:00,B001,218.93588621872198,14.56,71.04,Industrial,Low,2,0,0,1,0,218.93588621872198,0.49999999999999994,0.8660254037844387,0.0,1.0,0,1,2
2025-01-06 03:00:00,B001,203.3072499916163,-1.53,48.22,Industrial,Medium,3,0,0,1,0,203.3072499916163,0.7071067811865475,0.7071067811865476,0.0,1.0,0,2,2
2025-01-06 04:00:00,B001,216.37815802738294,15.86,60.89,Industrial,High,4,0,0,1,0,216.37815802738294,0.8660254037844386,0.5000000000000001,0.0,1.0,0,0,2
2025-01-06 05:00:00,B001,289.7261455677623,-3.64,37.82,Industrial,High,5,0,0,1,0,289.7261455677623,0.9659258262890683,0.25881904510252074,0.0,1.0,0,0,2
2025-01-06 06:00:00,B001,231.78927349738623,27.8,62.7,Industrial,Low,6,0,0,1,0,231.78927349738623,1.0,6.123233995736766e-17,0.0,1.0,0,1,2
2025-01-06 07:00:00,B001,236.0910784595073,-4.39,51.95,Industrial,Medium,7,0,0,1,0,236.0910784595073,0.9659258262890683,-0.25881904510252063,0.0,1.0,0,2,2
2025-01-06 08:00:00,B001,260.4740434531304,20.72,67.72,Industrial,High,8,0,0,1,1,260.4740434531304,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,2
2025-01-06 09:00:00,B001,272.71475816513794,-2.25,55.86,Industrial,High,9,0,0,1,1,272.71475816513794,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,2
2025-01-06 10:00:00,B001,220.74673137867734,9.12,50.5,Industrial,Medium,10,0,0,1,1,220.74673137867734,0.49999999999999994,-0.8660254037844387,0.0,1.0,0,2,2
2025-01-06 11:00:00,B001,233.53735463355474,20.34,88.8,Industrial,High,11,0,0,1,1,233.53735463355474,0.258819045102521,-0.9659258262890682,0.0,1.0,0,0,2
2025-01-06 12:00:00,B001,236.89392572547789,-4.07,83.22,Industrial,Medium,12,0,0,1,1,236.89392572547789,1.2246467991473532e-16,-1.0,0.0,1.0,0,2,2
2025-01-06 13:00:00,B001,246.4790868086028,25.13,84.61,Industrial,Low,13,0,0,1,1,246.4790868086028,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0,1,2
2025-01-06 14:00:00,B001,192.21151531532394,9.7,48.62,Industrial,Low,14,0,0,1,1,192.21151531532394,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,1,2
2025-01-06 15:00:00,B001,232.27441685288892,10.22,86.43,Industrial,Low,15,0,0,1,1,232.27441685288892,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0,1,2
2025-01-06 16:00:00,B001,186.65391800189775,23.18,45.17,Industrial,Medium,16,0,0,1,1,186.65391800189775,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,2,2
